종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"065450","빅텍","4050","35","0.87",,,,,"1940","2.09","0","0.00"
"044480","빌리언스","445","-6","-1.33",,,,,"469","0.95","0","0.00"
"005180","빙그레","98200","3700","3.92","9751","10.07","11505","8.54","72564","1.35","2600","2.65"
"069540","빛과전자","975","55","5.98",,,,,"1722","0.57","0","0.00"
"072950","빛샘전자","4445","-35","-0.78","504","8.82",,,"8847","0.50","70","1.57"
"451250","삐아","9920","-180","-1.78",,,,,,,"0","0.00"
"143240","사람인","15640","120","0.77","1740","8.99",,,"16087","0.97","500","3.20"
"466410","사이냅소프트","13020","-110","-0.84","1642","7.93","1931","6.74","8810","1.48","0","0.00"
"003960","사조대림","40800","-400","-0.97","12123","3.37",,,"75466","0.54","350","0.86"
"008040","사조동아원","1039","0","0.00","76","13.67","216","4.81","1721","0.60","15","1.44"
"007160","사조산업","33950","-250","-0.73","3853","8.81",,,"105818","0.32","200","0.59"
"014710","사조씨푸드","5200","-10","-0.19",,,,,"12653","0.41","0","0.00"
"006090","사조오양","8420","-70","-0.82","2154","3.91",,,"23432","0.36","200","2.38"
"452430","사피엔반도체","17780","-450","-2.47",,,"267","66.53","1496","11.89","0","0.00"
"419120","산돌","6820","-160","-2.29","427","15.97",,,"7281","0.94","180","2.64"
"062040","산일전기","60100","-1900","-3.06","1761","34.13","4395","13.67","5258","11.43","189","0.31"
"122350","삼기","1155","-17","-1.45","167","6.92",,,"3126","0.37","0","0.00"
"419050","삼기이브이","1582","-17","-1.06","84","18.83",,,"1262","1.25","0","0.00"
"014970","삼륭물산","2830","10","0.35","135","20.96",,,"4008","0.71","75","2.65"
"018310","삼목에스폼","19980","-170","-0.84","8474","2.36",,,"40225","0.50","300","1.50"
"053700","삼보모터스","4210","10","0.24","1436","2.93",,,"14431","0.29","50","1.19"
"009620","삼보산업","1953","-34","-1.71",,,,,"1065","1.83","0","0.00"
"023600","삼보판지","8240","-80","-0.96","3355","2.46",,,"34747","0.24","310","3.76"
"001470","삼부토건","404","-18","-4.27",,,,,"516","0.78","0","0.00"
"028050","삼성E&A","20500","250","1.23","3846","5.33","3189","6.43","17721","1.16","0","0.00"
"006400","삼성SDI","200500","-2000","-0.99","30044","6.67","10316","19.44","276815","0.72","1000","0.50"
"006405","삼성SDI우","120000","-5400","-4.31",,,,,,,"1050","0.88"
"006660","삼성공조","17170","-980","-5.40","1736","9.89",,,"34240","0.50","60","0.35"
"028260","삼성물산","124900","800","0.64","13556","9.21","13422","9.31","209233","0.60","2550","2.04"
"02826K","삼성물산우B","90600","1400","1.57",,,,,,,"2600","2.87"
"207940","삼성바이오로직스","1095000","23000","2.15","12051","90.86","19388","56.48","138119","7.93","0","0.00"
"032830","삼성생명","86200","500","0.58","10554","8.17","11589","7.44","236324","0.36","3700","4.29"
"439250","삼성스팩7호","10550","0","0.00",,,,,,,"0","0.00"
"448740","삼성스팩8호","10290","-10","-0.10",,,,,,,"0","0.00"
"468510","삼성스팩9호","2140","-10","-0.47",,,,,,,"0","0.00"
"018260","삼성에스디에스","121200","-1300","-1.06","8965","13.52","10621","11.41","111933","1.08","2700","2.23"
"009150","삼성전기","138500","-1000","-0.72","5597","24.75","9635","14.37","103878","1.33","1150","0.83"
"009155","삼성전기우","61600","-100","-0.16",,,,,,,"1200","1.95"
"005930","삼성전자","61700","1500","2.49","2131","28.95","4737","13.03","52002","1.19","1444","2.34"
"005935","삼성전자우","50700","700","1.40",,,,,,,"1445","2.85"
"001360","삼성제약","1575","9","0.57",,,,,"1044","1.51","0","0.00"
"010140","삼성중공업","14580","40","0.28",,,"647","22.55","4027","3.62","0","0.00"
"016360","삼성증권","46450","200","0.43","6130","7.58","9942","4.67","74162","0.63","2200","4.74"
"068290","삼성출판사","14950","-70","-0.47","875","17.09",,,"16613","0.90","200","1.34"
"029780","삼성카드","43250","-1000","-2.26","5711","7.57","5817","7.43","76243","0.57","2500","5.78"
"000810","삼성화재","390500","-6500","-1.64","42777","9.13","42901","9.10","379073","1.03","16000","4.10"
"000815","삼성화재우","297000","3000","1.02",,,,,,,"16005","5.39"
"006110","삼아알미늄","28600","-750","-2.56","235","121.70",,,"17332","1.65","100","0.35"
"009300","삼아제약","16160","0","0.00","3502","4.61",,,"32846","0.49","750","4.64"
"145990","삼양사","46150","-450","-0.97","10647","4.33",,,"149069","0.31","1750","3.79"
"145995","삼양사우","30000","450","1.52",,,,,,,"1800","6.00"
"003230","삼양식품","917000","9000","0.99","16929","54.17","49401","18.56","75732","12.11","2100","0.23"
"482630","삼양엔씨켐","17740","170","0.97","14477","1.23",,,"231252","0.08","0","0.00"
"002170","삼양통상","47850","-550","-1.14","7753","6.17",,,"155143","0.31","1500","3.13"
"272550","삼양패키징","14230","70","0.49","1611","8.83",,,"23724","0.60","500","3.51"
"000070","삼양홀딩스","62800","2100","3.46","22269","2.82",,,"257475","0.24","3500","5.57"
"000075","삼양홀딩스우","59800","500","0.84",,,,,,,"3550","5.94"
"003720","삼영","4015","-40","-0.99","567","7.08",,,"2011","2.00","20","0.50"
"002810","삼영무역","13500","0","0.00","2840","4.75",,,"28483","0.47","600","4.44"
"361670","삼영에스앤씨","4575","10","0.22",,,,,"4174","1.10","0","0.00"
"054540","삼영엠텍","4970","55","1.12","497","10.00",,,"5534","0.90","100","2.01"
"065570","삼영이엔씨","764","0","0.00",,,,,"2738","0.28","0","0.00"
"005680","삼영전자","9920","-30","-0.30","692","14.34","736","13.47","26481","0.37","300","3.02"
"023000","삼원강재","2350","15","0.64","418","5.62",,,"6102","0.39","110","4.68"
"004380","삼익THK","11370","500","4.60","48","236.88",,,"9792","1.16","100","0.88"
"002450","삼익악기","1170","0","0.00","42","27.86",,,"3245","0.36","50","4.27"
"032280","삼일","1967","49","2.55","182","10.81",,,"4039","0.49","30","1.53"
"002290","삼일기업공사","3920","0","0.00","310","12.65",,,"5262","0.74","175","4.46"
"004440","삼일씨엔에스","4100","0","0.00","160","25.63",,,"21133","0.19","0","0.00"
"000520","삼일제약","12220","-370","-2.94","116","105.34",,,"8838","1.38","0","0.00"
"009770","삼정펄프","25550","-1050","-3.95","5589","4.57",,,"89655","0.28","1000","3.91"
"037460","삼지전자","9280","-80","-0.85","2061","4.50",,,"22651","0.41","450","4.85"
"032750","삼진","4195","-5","-0.12","13","322.69",,,"10240","0.41","70","1.67"
"054090","삼진엘앤디","716","14","1.99",,,,,"2863","0.25","0","0.00"
"005500","삼진제약","17690","-110","-0.62","1460","12.12","1644","10.76","20772","0.85","800","4.52"
"000250","삼천당제약","188800","13400","7.64",,,,,"9689","19.49","0","0.00"
"004690","삼천리","89300","-300","-0.33","35116","2.54",,,"443054","0.20","3000","3.36"
"024950","삼천리자전거","4110","-15","-0.36","430","9.56",,,"7621","0.54","0","0.00"
"038500","삼표시멘트","3085","-5","-0.16","315","9.79",,,"6575","0.47","100","3.24"
"437730","삼현","11060","-360","-3.15","369","29.97",,,"1899","5.82","0","0.00"
"017480","삼현철강","4345","-5","-0.11","674","6.45",,,"12596","0.34","300","6.90"
"010960","삼호개발","3075","-5","-0.16","675","4.56",,,"10168","0.30","190","6.18"
"046390","삼화네트웍스","1180","-45","-3.67",,,,,"1422","0.83","0","0.00"
"004450","삼화왕관","30750","-100","-0.32",,,,,"58505","0.53","1200","3.90"
"009470","삼화전기","37150","50","0.13","840","44.23",,,"10981","3.38","300","0.81"
"011230","삼화전자","4185","-165","-3.79",,,,,"1419","2.95","0","0.00"
"001820","삼화콘덴서","28600","850","3.06","2028","14.10","2246","12.73","23733","1.21","500","1.75"
"000390","삼화페인트","6290","0","0.00","685","9.18",,,"13069","0.48","400","6.36"
"027580","상보","1159","-11","-0.94","8","144.88",,,"1092","1.06","0","0.00"
"038540","상상인","1682","177","11.76",,,,,"12068","0.14","0","0.00"
"452670","상상인제4호스팩","1998","-2","-0.10",,,,,,,"0","0.00"
"001290","상상인증권","423","-2","-0.47","5","84.60",,,"2203","0.19","0","0.00"
"041650","상신브레이크","2955","0","0.00","726","4.07",,,"10590","0.28","110","3.72"
"091580","상신이디피","8320","-90","-1.07","1944","4.28",,,"10904","0.76","120","1.44"
"263810","상신전자","2825","-75","-2.59","157","17.99",,,"3048","0.93","0","0.00"
"089980","상아프론테크","15400","-230","-1.47","769","20.03","302","51.03","12381","1.24","200","1.30"
"042940","상지건설","3750","5","0.13","11040","0.34",,,"30630","0.12","0","0.00"
"042600","새로닉스","9070","-50","-0.55",,,,,"13905","0.65","0","0.00"
"075180","새론오토모티브","3215","-130","-3.89","173","18.58",,,"11995","0.27","140","4.35"
"107600","새빗켐","16450","-390","-2.32",,,,,"12973","1.27","200","1.22"
"411080","샌즈랩","8000","-120","-1.48","33","242.42",,,"2981","2.68","0","0.00"
"252990","샘씨엔에스","5020","-10","-0.20",,,"158","31.86","2093","2.40","0","0.00"
"007540","샘표","41950","-350","-0.83","5210","8.05",,,"98187","0.43","200","0.48"
"248170","샘표식품","26000","-400","-1.52","2284","11.38",,,"51784","0.50","200","0.77"
"378800","샤페론","3220","0","0.00",,,,,"823","3.91","0","0.00"
"294630","서남","2990","-25","-0.83",,,,,"468","6.39","0","0.00"
"038070","서린바이오","6730","-210","-3.03",,,,,"9509","0.71","100","1.49"
"006730","서부T&D","5860","60","1.03","2134","2.75","1067","5.49","13386","0.44","50","0.85"
"079650","서산","1225","-13","-1.05","78","15.71",,,"3524","0.35","0","0.00"
"100660","서암기계공업","3570","-60","-1.65","153","23.33",,,"5214","0.68","35","0.98"
"007860","서연","8220","-10","-0.12","5174","1.59",,,"29621","0.28","150","1.82"
"200880","서연이화","12780","-190","-1.46","5839","2.19",,,"32626","0.39","200","1.56"
"019770","서연탑메탈","3775","-5","-0.13","727","5.19",,,"7208","0.52","65","1.72"
"017390","서울가스","49050","50","0.10","5188","9.45",,,"273495","0.18","2250","4.59"
"043710","서울리거","561","-11","-1.92",,,,,"536","1.05","0","0.00"
"092190","서울바이오시스","3375","0","0.00",,,,,"394","8.57","0","0.00"
"046890","서울반도체","6660","-70","-1.04",,,"174","38.35","12013","0.55","136","2.04"
"031210","서울보증보험","34150","-450","-1.30","5982","5.71",,,"74406","0.46","2983","8.73"
"004410","서울식품","140","-1","-0.71",,,,,"71","1.97","0","0.00"
"004415","서울식품우","1203","-2","-0.17",,,,,,,"0","0.00"
"063170","서울옥션","6580","-70","-1.05",,,,,"6935","0.95","0","0.00"
"027040","서울전자통신","218","-21","-8.79",,,,,"559","0.39","0","0.00"
"018680","서울제약","3290","0","0.00","302","10.89",,,"3308","0.99","0","0.00"
"021050","서원","1258","-17","-1.33",,,,,"2612","0.48","0","0.00"
"093920","서원인텍","5230","-30","-0.57","775","6.75",,,"11013","0.47","400","7.65"
"189860","서전기전","3930","230","6.22",,,,,"3130","1.26","0","0.00"
"178320","서진시스템","22900","150","0.66",,,"2686","8.53","13425","1.71","0","0.00"
"122690","서진오토모티브","1835","-34","-1.82","417","4.40",,,"4197","0.44","0","0.00"
"140070","서플러스글로벌","2600","5","0.19","166","15.66",,,"5402","0.48","30","1.15"
"011370","서한","776","-8","-1.02","85","9.13",,,"3976","0.20","30","3.87"
"065710","서호전기","23850","200","0.85","3112","7.66",,,"18856","1.26","1500","6.29"
"008490","서흥","15230","360","2.42","550","27.69",,,"38283","0.40","100","0.66"
"035890","서희건설","1487","-54","-3.50","683","2.18",,,"4222","0.35","45","3.03"
"357550","석경에이티","48000","-1000","-2.04","635","75.59","811","59.17","6607","7.27","0","0.00"
"003100","선광","16230","210","1.31","5163","3.14",,,"62479","0.26","400","2.46"
"007610","선도전기","3000","0","0.00",,,,,"1267","2.37","0","0.00"
"067370","선바이오","6230","-30","-0.48","374","16.66",,,"2284","2.73","75","1.20"
"217620","선샤인푸드","3810","0","0.00",,,,,"140","27.21","0","0.00"
"171090","선익시스템","46100","600","1.32",,,"5446","8.46","8205","5.62","0","0.00"
"136490","선진","5750","30","0.52","585","9.83",,,"18088","0.32","100","1.74"
"086710","선진뷰티사이언스","10660","-140","-1.30","467","22.83",,,"5817","1.83","40","0.38"
"014620","성광벤드","26300","550","2.14","1402","18.76","2067","12.72","18097","1.45","150","0.57"
"037350","성도이엔지","4110","-25","-0.60","281","14.63",,,"18406","0.22","100","2.43"
"014910","성문전자","1111","0","0.00",,,,,"1703","0.65","0","0.00"
"014915","성문전자우","4520","-90","-1.95",,,,,,,"10","0.22"
"003080","성보화학","2430","-15","-0.61","65","37.38",,,"6779","0.36","135","5.56"
"004980","성신양회","7220","-10","-0.14","2683","2.69",,,"21426","0.34","350","4.85"
"004985","성신양회우","10740","-230","-2.10",,,,,,,"400","3.72"
"011300","성안머티리얼스","596","-11","-1.81",,,,,"322","1.85","0","0.00"
"458650","성우","20700","-650","-3.04","2142","9.66",,,"8964","2.31","100","0.48"
"081580","성우전자","2280","-70","-2.98",,,,,"6975","0.33","0","0.00"
"045300","성우테크론","2860","-20","-0.69",,,,,"6801","0.42","0","0.00"
"015750","성우하이텍","5340","-40","-0.74","2125","2.51",,,"16604","0.32","150","2.81"
"365340","성일하이텍","36650","350","0.96","2068","17.72",,,"25675","1.43","0","0.00"
"000180","성창기업지주","1288","-1","-0.08",,,,,"9003","0.14","0","0.00"
"080470","성창오토텍","3500","5","0.14","753","4.65",,,"6590","0.53","50","1.43"
"043260","성호전자","1064","-36","-3.27","364","2.92",,,"2086","0.51","0","0.00"
"148150","세경하이테크","7860","-410","-4.96","988","7.96","857","9.17","4101","1.92","300","3.82"
"002420","세기상사","4950","-60","-1.20",,,,,"4867","1.02","0","0.00"
"188260","세니젠","2540","-70","-2.68",,,,,"2094","1.21","0","0.00"
"053060","세동","1014","-6","-0.59","557","1.82",,,"2120","0.48","0","0.00"
"340440","세림B&G","1300","-12","-0.91","134","9.70",,,"1165","1.12","0","0.00"
"017510","세명전기","5410","-90","-1.64","86","62.91",,,"4917","1.10","70","1.29"
"004360","세방","11650","-40","-0.34","3195","3.65",,,"48847","0.24","300","2.58"
"004365","세방우","7650","0","0.00",,,,,,,"305","3.99"
"004490","세방전지","68700","-300","-0.43","8888","7.73","16447","4.18","99261","0.69","700","1.02"
"011560","세보엠이씨","10290","140","1.38","3014","3.41",,,"21017","0.49","550","5.34"
"396300","세아메카닉스","2245","-65","-2.81","240","9.35",,,"2653","0.85","0","0.00"
"001430","세아베스틸지주","19560","-190","-0.96","3576","5.47","2589","7.55","54525","0.36","1200","6.13"
"306200","세아제강","205500","500","0.24","67438","3.05","51722","3.97","356148","0.58","8000","3.89"
"003030","세아제강지주","257000","500","0.19","70197","3.66",,,"445151","0.58","2000","0.78"
"019440","세아특수강","13220","-20","-0.15",,,,,"39091","0.34","1000","7.56"
"058650","세아홀딩스","94500","300","0.32","21043","4.49",,,"551507","0.17","4000","4.23"
"013000","세우글로벌","1228","-10","-0.81","89","13.80",,,"1687","0.73","0","0.00"
"100700","세운메디칼","2455","-5","-0.20","345","7.12",,,"3122","0.79","70","2.85"
"024830","세원물산","7630","-240","-3.05","1525","5.00",,,"42723","0.18","100","1.31"
"091090","세원이앤씨","1270","0","0.00",,,,,"3599","0.35","0","0.00"
"021820","세원정공","7840","-50","-0.63","5535","1.42",,,"58958","0.13","150","1.91"
"067830","세이브존I&C","2220","-45","-1.99","361","6.15",,,"12561","0.18","30","1.35"
"258830","세종메디칼","412","0","0.00",,,,,"312","1.32","0","0.00"
"036630","세종텔레콤","425","0","0.00","169","2.51",,,"1447","0.29","0","0.00"
"039310","세중","1521","-3","-0.20","759","2.00",,,"5588","0.27","0","0.00"
"075580","세진중공업","7460","-100","-1.32","312","23.91","497","15.00","3292","2.27","200","2.68"
"067770","세진티에스","2345","140","6.35",,,,,"5246","0.45","0","0.00"
"053450","세코닉스","6240","70","1.13","778","8.02",,,"8414","0.74","100","1.60"
"222810","세토피아","5400","0","0.00",,,,,"2200","2.45","0","0.00"
"252500","세화피앤씨","847","-2","-0.24","67","12.64",,,"946","0.90","17","2.01"
"321370","센서뷰","1285","-40","-3.02",,,,,"465","2.76","0","0.00"
"347000","센코","2180","20","0.93",,,,,"1171","1.86","0","0.00"
"331920","셀레믹스","3010","-10","-0.33",,,,,"1945","1.55","0","0.00"
"471820","셀로맥스사이언스","4715","-145","-2.98",,,,,,,"0","0.00"
"049180","셀루메드","1163","-25","-2.10",,,,,"525","2.22","0","0.00"
"299660","셀리드","3340","-185","-5.25",,,,,"2676","1.25","0","0.00"
"108860","셀바스AI","12690","-110","-0.86",,,"146","87.02","4877","2.60","0","0.00"
"208370","셀바스헬스케어","4255","-80","-1.85","215","19.79",,,"2342","1.82","0","0.00"
"318160","셀바이오휴먼텍","4625","355","8.31",,,,,"4814","0.96","0","0.00"
"308430","셀비온","19330","-70","-0.36",,,,,"696","27.77","0","0.00"
"068270","셀트리온","186700","400","0.21","3590","52.01","5323","35.08","78270","2.39","500","0.27"
"068760","셀트리온제약","53900","-200","-0.37","490","110.00",,,"8680","6.21","0","0.00"
"068940","셀피글로벌","778","0","0.00",,,,,"538","1.45","0","0.00"
"060230","소니드","723","39","5.70",,,,,"2694","0.27","0","0.00"
"290690","소룩스","4525","-115","-2.48",,,,,"2131","2.12","0","0.00"
"032680","소프트센","332","37","12.54",,,,,"507","0.65","0","0.00"
